time,comment,event,event_player,event_team,comment_desc,home_team,home_team_abbr,away_team,away_team_abbr,full_time_score,match,date,link
86," The Champions League is just blockbuster, isn't it? For the second time in Group F, we've got a game going down to the wire. Can either side find a winner like Young Boys did? ",,,,timer,Villarreal,VIL,Atalanta,ATA,2 - 2,Villarreal vs Atalanta,09/14/21,https://www.goal.com/en/match/villarreal-vs-atalanta/7nwjevy595iaen70ar849iolw
84," Villarreal are down to 10 men! Not for the first time in Group F tonight, the red card is out! Coquelin snaps up a second yellow after he comes in on Koopmeiners and he is handed his marching orders. ",,,,timer,Villarreal,VIL,Atalanta,ATA,2 - 2,Villarreal vs Atalanta,09/14/21,https://www.goal.com/en/match/villarreal-vs-atalanta/7nwjevy595iaen70ar849iolw
83," GOAL! ROBIN GOSENS MIGHT HAVE SAVED A POINT FOR ATALANTA! 1-1! Is that the goal to deny Villarreal a winning return to the Champions League? The Serie A team poke one in at close range, after a cross bounces between the defence and attack around the box. Game on! ",goal,"[' R. Gosens ', ' Goal ']",Atalanta,timer,Villarreal,VIL,Atalanta,ATA,2 - 2,Villarreal vs Atalanta,09/14/21,https://www.goal.com/en/match/villarreal-vs-atalanta/7nwjevy595iaen70ar849iolw
83," Talk about a moment of inspiration. As the visitors' most recent change, Miranchuk was in the right place at the right time with that touch. ",assist,"[' A. Miranchuk ', ' Assist ']",Atalanta,timer,Villarreal,VIL,Atalanta,ATA,2 - 2,Villarreal vs Atalanta,09/14/21,https://www.goal.com/en/match/villarreal-vs-atalanta/7nwjevy595iaen70ar849iolw
81," No player was directly involved in more Europa League goals last season than Villarreal's Gerard Moreno (7 goals, 3 assists). ",,,,timer,Villarreal,VIL,Atalanta,ATA,2 - 2,Villarreal vs Atalanta,09/14/21,https://www.goal.com/en/match/villarreal-vs-atalanta/7nwjevy595iaen70ar849iolw
79, Aleksey Miranchuk is on for Pessina in Atalanta's latest change. ,substitution,"[' A. Miranchuk ', ' M. Pessina ']",Atalanta,timer,Villarreal,VIL,Atalanta,ATA,2 - 2,Villarreal vs Atalanta,09/14/21,https://www.goal.com/en/match/villarreal-vs-atalanta/7nwjevy595iaen70ar849iolw
78," Gerard Moreno! That could have been the game, a header flashed across a near-open net. Villarreal's fans let out a collective whoosh of breath in the stands at that one. ",,,,timer,Villarreal,VIL,Atalanta,ATA,2 - 2,Villarreal vs Atalanta,09/14/21,https://www.goal.com/en/match/villarreal-vs-atalanta/7nwjevy595iaen70ar849iolw
76, Coquelin is booked now for a bad foul on Koopmeiners. Tempers are rising a little in this one. ,yellow_card,"[' F. Coquelin ', ' Yellow Card ']",Villarreal,timer,Villarreal,VIL,Atalanta,ATA,2 - 2,Villarreal vs Atalanta,09/14/21,https://www.goal.com/en/match/villarreal-vs-atalanta/7nwjevy595iaen70ar849iolw
75," Atalanta have won five of their last six away games in the Champions League (L1), keeping a clean sheet in four of those victories. The only defeat in this run came against Real Madrid, in last season's last-16 away leg. ",,,,timer,Villarreal,VIL,Atalanta,ATA,2 - 2,Villarreal vs Atalanta,09/14/21,https://www.goal.com/en/match/villarreal-vs-atalanta/7nwjevy595iaen70ar849iolw
73, What a time to come up with that. Gerard Moreno showed some very quick reflexes to drag that ball on there. The hosts hit the front for the first time and Atalanta are looking at an empty-handed trip home. ,assist,"[' Gerard Moreno ', ' Assist ']",Villarreal,timer,Villarreal,VIL,Atalanta,ATA,2 - 2,Villarreal vs Atalanta,09/14/21,https://www.goal.com/en/match/villarreal-vs-atalanta/7nwjevy595iaen70ar849iolw
73," GOAL! ARNAUT DANJUMA GROENEVELD FOR VILLARREAL! 2-1! A sucker punch from the Yellow Submarine! Gerard Moreno seizes upon a well-tackled ball that lands at his feet, flicks it into the box and the substitute lashes home! ",goal,"[' A. Danjuma ', ' Goal ']",Villarreal,timer,Villarreal,VIL,Atalanta,ATA,2 - 2,Villarreal vs Atalanta,09/14/21,https://www.goal.com/en/match/villarreal-vs-atalanta/7nwjevy595iaen70ar849iolw
72," It is Pino's last act, as he makes way for Alberto Moreno. ",substitution,"[' Alberto Moreno ', ' Yeremy Pino ']",Villarreal,timer,Villarreal,VIL,Atalanta,ATA,2 - 2,Villarreal vs Atalanta,09/14/21,https://www.goal.com/en/match/villarreal-vs-atalanta/7nwjevy595iaen70ar849iolw
71," One last change from the Serie A side for now, as Mario Pasalic replaces Ruslan Malinovskiy. ",substitution,"[' M. Pasalic ', ' R. Malinovskyi ']",Atalanta,timer,Villarreal,VIL,Atalanta,ATA,2 - 2,Villarreal vs Atalanta,09/14/21,https://www.goal.com/en/match/villarreal-vs-atalanta/7nwjevy595iaen70ar849iolw
71, Pino picks up a booking now for a reckless challenge on Freuler. ,yellow_card,"[' Yeremy Pino ', ' Yellow Card ']",Villarreal,timer,Villarreal,VIL,Atalanta,ATA,2 - 2,Villarreal vs Atalanta,09/14/21,https://www.goal.com/en/match/villarreal-vs-atalanta/7nwjevy595iaen70ar849iolw
70, Teun Koopmeiners replaces Marten de Roon for the visitors. ,substitution,"[' T. Koopmeiners ', ' M. de Roon ']",Atalanta,timer,Villarreal,VIL,Atalanta,ATA,2 - 2,Villarreal vs Atalanta,09/14/21,https://www.goal.com/en/match/villarreal-vs-atalanta/7nwjevy595iaen70ar849iolw
70, Josip Ilicic replaces Duvan Zapata for Atalanta. ,substitution,"[' J. Ilicic ', ' D. Zapata ']",Atalanta,timer,Villarreal,VIL,Atalanta,ATA,2 - 2,Villarreal vs Atalanta,09/14/21,https://www.goal.com/en/match/villarreal-vs-atalanta/7nwjevy595iaen70ar849iolw
69, Further movement on the sidelines suggests another slate of changes are incoming. Can any of them find a winner? ,,,,timer,Villarreal,VIL,Atalanta,ATA,2 - 2,Villarreal vs Atalanta,09/14/21,https://www.goal.com/en/match/villarreal-vs-atalanta/7nwjevy595iaen70ar849iolw
67, Almost zero to hero for Moreno there after a looping pass finds him - but his first touch is heavy and his attempts to bring it down in the Atalanta box only hack it wide. ,,,,timer,Villarreal,VIL,Atalanta,ATA,2 - 2,Villarreal vs Atalanta,09/14/21,https://www.goal.com/en/match/villarreal-vs-atalanta/7nwjevy595iaen70ar849iolw
65," Moreno gets cited now with a booking, leaving the talismanic star having to watch his step for the rest of this match. ",yellow_card,"[' Gerard Moreno ', ' Yellow Card ']",Villarreal,timer,Villarreal,VIL,Atalanta,ATA,2 - 2,Villarreal vs Atalanta,09/14/21,https://www.goal.com/en/match/villarreal-vs-atalanta/7nwjevy595iaen70ar849iolw
63," Villarreal are looking for their first home win in the UEFA Champions League since October 2008, when they recorded a 6-3 win over Danish side Aalborg. ",,,,timer,Villarreal,VIL,Atalanta,ATA,2 - 2,Villarreal vs Atalanta,09/14/21,https://www.goal.com/en/match/villarreal-vs-atalanta/7nwjevy595iaen70ar849iolw
61," Atalanta make a swap too, with Djimsiti off and Merih Demiral on. ",substitution,"[' M. Demiral ', ' B. Djimsiti ']",Atalanta,timer,Villarreal,VIL,Atalanta,ATA,2 - 2,Villarreal vs Atalanta,09/14/21,https://www.goal.com/en/match/villarreal-vs-atalanta/7nwjevy595iaen70ar849iolw
61, Dia is subbed out for Arnaut Danjuma Groeneveld by Unai Emery and the hosts. ,substitution,"[' A. Danjuma ', ' B. Dia ']",Villarreal,timer,Villarreal,VIL,Atalanta,ATA,2 - 2,Villarreal vs Atalanta,09/14/21,https://www.goal.com/en/match/villarreal-vs-atalanta/7nwjevy595iaen70ar849iolw
60, Trigueros is replaced by Moi Gomez for the Yellow Submarine too. ,substitution,"[' Moi Gomez ', ' Manu Trigueros ']",Villarreal,timer,Villarreal,VIL,Atalanta,ATA,2 - 2,Villarreal vs Atalanta,09/14/21,https://www.goal.com/en/match/villarreal-vs-atalanta/7nwjevy595iaen70ar849iolw
60, Capoue makes way for Francis Coquelin in a Villarreal change now. ,substitution,"[' F. Coquelin ', ' E. Capoue ']",Villarreal,timer,Villarreal,VIL,Atalanta,ATA,2 - 2,Villarreal vs Atalanta,09/14/21,https://www.goal.com/en/match/villarreal-vs-atalanta/7nwjevy595iaen70ar849iolw
59, Albiol draws a foul inside his own box and that will do enough to break down Atalanta's latest attack. ,,,,timer,Villarreal,VIL,Atalanta,ATA,2 - 2,Villarreal vs Atalanta,09/14/21,https://www.goal.com/en/match/villarreal-vs-atalanta/7nwjevy595iaen70ar849iolw
57, Trigueros is felled a handful of yards outside the Atalanta box and Villarreal can smell a set-piece chance - which they promptly put into the stands behind. That won't trouble anyone in the penalty area. ,,,,timer,Villarreal,VIL,Atalanta,ATA,2 - 2,Villarreal vs Atalanta,09/14/21,https://www.goal.com/en/match/villarreal-vs-atalanta/7nwjevy595iaen70ar849iolw
55, Capoue is fuming with a booking but it is one challenge too m any to go without a card for the Villarreal man now and he sees yellow. ,yellow_card,"[' E. Capoue ', ' Yellow Card ']",Villarreal,timer,Villarreal,VIL,Atalanta,ATA,2 - 2,Villarreal vs Atalanta,09/14/21,https://www.goal.com/en/match/villarreal-vs-atalanta/7nwjevy595iaen70ar849iolw
53," Off the crossbar from Atalanta! Another corner for the visitors and this one almost exploits their hosts, with only the woodwork denying Zapata. ",,,,timer,Villarreal,VIL,Atalanta,ATA,2 - 2,Villarreal vs Atalanta,09/14/21,https://www.goal.com/en/match/villarreal-vs-atalanta/7nwjevy595iaen70ar849iolw
52," That's better from Villarreal, as Pino edges a cross just across the six-yard area. Dangerous stuff. ",,,,timer,Villarreal,VIL,Atalanta,ATA,2 - 2,Villarreal vs Atalanta,09/14/21,https://www.goal.com/en/match/villarreal-vs-atalanta/7nwjevy595iaen70ar849iolw
50," Gosens! Now the visitors see another effort go wide, this one slashed to the left. There is a real risk of that early burst of pressure telling again, as it did in the first half. ",,,,timer,Villarreal,VIL,Atalanta,ATA,2 - 2,Villarreal vs Atalanta,09/14/21,https://www.goal.com/en/match/villarreal-vs-atalanta/7nwjevy595iaen70ar849iolw
48," Zappacosta pushes a shot to the left on the back of the corner. Whatever team-talk Atalanta had at the break, it seems to have told them to do more of the same. ",,,,timer,Villarreal,VIL,Atalanta,ATA,2 - 2,Villarreal vs Atalanta,09/14/21,https://www.goal.com/en/match/villarreal-vs-atalanta/7nwjevy595iaen70ar849iolw
46, The whistle goes and we're back underway for the second half. It's all to play for - but will it be home comforts for Villarreal or tourist delights for Atalanta? ,,,,timer,Villarreal,VIL,Atalanta,ATA,2 - 2,Villarreal vs Atalanta,09/14/21,https://www.goal.com/en/match/villarreal-vs-atalanta/7nwjevy595iaen70ar849iolw
," The happier manager? Perhaps Unai Emery, by a shade. His side moved on to control that half late in the act and got an equaliser for their troubles. But they cannot allow themselves to be blown away by another Italian storm. ",,,,half time summary,Villarreal,VIL,Atalanta,ATA,2 - 2,Villarreal vs Atalanta,09/14/21,https://www.goal.com/en/match/villarreal-vs-atalanta/7nwjevy595iaen70ar849iolw
," Manu Trigueros' close-range finish has matched Remo Freuler's early strike in off the woodwork in Group F - and it means there is nothing to split these two at the break. At half-time, it is Villarreal 1-1 Atalanta. ",,,,half time summary,Villarreal,VIL,Atalanta,ATA,2 - 2,Villarreal vs Atalanta,09/14/21,https://www.goal.com/en/match/villarreal-vs-atalanta/7nwjevy595iaen70ar849iolw
45 + 1, HALF-TIME: VILLARREAL 1-1 ATALANTA ,,,,timer,Villarreal,VIL,Atalanta,ATA,2 - 2,Villarreal vs Atalanta,09/14/21,https://www.goal.com/en/match/villarreal-vs-atalanta/7nwjevy595iaen70ar849iolw
45, A corner for Atalanta comes as one added minute is awarded for this first half. The shot is rocketed over from the set-piece. ,,,,timer,Villarreal,VIL,Atalanta,ATA,2 - 2,Villarreal vs Atalanta,09/14/21,https://www.goal.com/en/match/villarreal-vs-atalanta/7nwjevy595iaen70ar849iolw
43, The energy that goal has brought to Villarreal is off the charts - but Atalanta have not retreated into their shell. They are hurling the kitchen sink at this one. ,,,,timer,Villarreal,VIL,Atalanta,ATA,2 - 2,Villarreal vs Atalanta,09/14/21,https://www.goal.com/en/match/villarreal-vs-atalanta/7nwjevy595iaen70ar849iolw
41," Musso with another fine save! A Villarreal free-kick is awarded out on the right wing and Moreno comes close to heading in at the far post, only for the goalkeeper to deny him with a flying limb. ",,,,timer,Villarreal,VIL,Atalanta,ATA,2 - 2,Villarreal vs Atalanta,09/14/21,https://www.goal.com/en/match/villarreal-vs-atalanta/7nwjevy595iaen70ar849iolw
39, GOAL! MANU TRIGUEROS GETS VILLARREAL BACK IN THIS! 1-1! A misplaced pass from Atalanta invites the Yellow Submarine into their box and a deflected square ball falls kindly for the midfielder to rifle home. All square just before the break! ,goal,"[' Manu Trigueros ', ' Goal ']",Villarreal,timer,Villarreal,VIL,Atalanta,ATA,2 - 2,Villarreal vs Atalanta,09/14/21,https://www.goal.com/en/match/villarreal-vs-atalanta/7nwjevy595iaen70ar849iolw
38, Capoue commits back-to-back fouls and is perhaps lucky to escape without a card for his efforts there. He'll have to watch his back. ,,,,timer,Villarreal,VIL,Atalanta,ATA,2 - 2,Villarreal vs Atalanta,09/14/21,https://www.goal.com/en/match/villarreal-vs-atalanta/7nwjevy595iaen70ar849iolw
36," Albiol sees a header blocked from the subsequent corner and then Atalanta are off down the other end of the field, almost with a supernatural disposition in the way they flood forward. ",,,,timer,Villarreal,VIL,Atalanta,ATA,2 - 2,Villarreal vs Atalanta,09/14/21,https://www.goal.com/en/match/villarreal-vs-atalanta/7nwjevy595iaen70ar849iolw
34," Save from Musso! Moreno nearly puts this game back on level terms, were it not for a great close-range stop from the goalkeeper. ",,,,timer,Villarreal,VIL,Atalanta,ATA,2 - 2,Villarreal vs Atalanta,09/14/21,https://www.goal.com/en/match/villarreal-vs-atalanta/7nwjevy595iaen70ar849iolw
32, It's one shot against five for Villarreal and Atalanta so far. Unai Emery could do with some of that Europa League-winning gold dust. ,,,,timer,Villarreal,VIL,Atalanta,ATA,2 - 2,Villarreal vs Atalanta,09/14/21,https://www.goal.com/en/match/villarreal-vs-atalanta/7nwjevy595iaen70ar849iolw
30," This will be the first ever European meeting between Villarreal and Atalanta, while the Spanish side have lost three of their four UEFA Champions League against Italian opponents (W1) - losing to Inter once in 2006 and Napoli twice in the 2011-12 group stages. ",,,,timer,Villarreal,VIL,Atalanta,ATA,2 - 2,Villarreal vs Atalanta,09/14/21,https://www.goal.com/en/match/villarreal-vs-atalanta/7nwjevy595iaen70ar849iolw
28," Zappacosta sees a fresh attempt blocked. Every time Villarreal show a sniff of promise, their visitors offer up a timely reminder that they are in this one even more so. ",,,,timer,Villarreal,VIL,Atalanta,ATA,2 - 2,Villarreal vs Atalanta,09/14/21,https://www.goal.com/en/match/villarreal-vs-atalanta/7nwjevy595iaen70ar849iolw
26, Zapata comes close to a second for Atalanta now but just hooks the finish down across the face of goal after latching onto a long cross. ,,,,timer,Villarreal,VIL,Atalanta,ATA,2 - 2,Villarreal vs Atalanta,09/14/21,https://www.goal.com/en/match/villarreal-vs-atalanta/7nwjevy595iaen70ar849iolw
25," Moreno is caught by the linesman as he darts forward for a ball. Villarreal are certainly finding a rhythm of some kind now, a quarter of the game in. ",,,,timer,Villarreal,VIL,Atalanta,ATA,2 - 2,Villarreal vs Atalanta,09/14/21,https://www.goal.com/en/match/villarreal-vs-atalanta/7nwjevy595iaen70ar849iolw
24, De Roon comes in with a clumsy challenge now and he's going to be shown a yellow card for his troubles. The set-piece comes close to giving Torres a half-chance but it is cleared in the end. ,yellow_card,"[' M. de Roon ', ' Yellow Card ']",Atalanta,timer,Villarreal,VIL,Atalanta,ATA,2 - 2,Villarreal vs Atalanta,09/14/21,https://www.goal.com/en/match/villarreal-vs-atalanta/7nwjevy595iaen70ar849iolw
21," Trigueros with the shot! He can't quite wrap his foot around it and Musso has an easy stop, but that is better movement from Villarreal. ",,,,timer,Villarreal,VIL,Atalanta,ATA,2 - 2,Villarreal vs Atalanta,09/14/21,https://www.goal.com/en/match/villarreal-vs-atalanta/7nwjevy595iaen70ar849iolw
19," Zapata scored four goals and made two assists in his first five Champions League starts for Atalanta, but he hasn't recorded any direct goal involvements in his four starts in the competition since. ",,,,timer,Villarreal,VIL,Atalanta,ATA,2 - 2,Villarreal vs Atalanta,09/14/21,https://www.goal.com/en/match/villarreal-vs-atalanta/7nwjevy595iaen70ar849iolw
17," That's what the hosts need! Pino takes a rampaging run down the right flank and wins a corner for the Yellow Submarine. The set-piece is frustratingly slack - and Atlanta promptly counter, skying a chance down the other end. ",,,,timer,Villarreal,VIL,Atalanta,ATA,2 - 2,Villarreal vs Atalanta,09/14/21,https://www.goal.com/en/match/villarreal-vs-atalanta/7nwjevy595iaen70ar849iolw
15, Zapata punches a long-range effort in from a tough angle and finds no purchase. Atalanta look very much in the mood for this one. ,,,,timer,Villarreal,VIL,Atalanta,ATA,2 - 2,Villarreal vs Atalanta,09/14/21,https://www.goal.com/en/match/villarreal-vs-atalanta/7nwjevy595iaen70ar849iolw
13, Zappacosta! The visitors nearly net a second from the set-piece but it's hooked wide of the mark. Villarreal rode their luck a little there. ,,,,timer,Villarreal,VIL,Atalanta,ATA,2 - 2,Villarreal vs Atalanta,09/14/21,https://www.goal.com/en/match/villarreal-vs-atalanta/7nwjevy595iaen70ar849iolw
12, Albiol puts his body on the line and concedes a corner. Atalanta just continue to come. ,,,,timer,Villarreal,VIL,Atalanta,ATA,2 - 2,Villarreal vs Atalanta,09/14/21,https://www.goal.com/en/match/villarreal-vs-atalanta/7nwjevy595iaen70ar849iolw
10," Villarreal, welcome to the Champions League. This could be a baptism of fire, but Unai Emery's side know how to weather storms. They just need to be sensible about this - and with a home crowd behind them, they can be so too. ",,,,timer,Villarreal,VIL,Atalanta,ATA,2 - 2,Villarreal vs Atalanta,09/14/21,https://www.goal.com/en/match/villarreal-vs-atalanta/7nwjevy595iaen70ar849iolw
8, Gosens with a rocket! The Atalanta man is given too much space to weave his way through the middle of the pitch and Rulli has to parry his effort from distance with some fast work. ,,,,timer,Villarreal,VIL,Atalanta,ATA,2 - 2,Villarreal vs Atalanta,09/14/21,https://www.goal.com/en/match/villarreal-vs-atalanta/7nwjevy595iaen70ar849iolw
6," GOAL! REMO FREULER HANDS ATALANTA THE LEAD! 1-0! In off the post no less! The traffic has come from the Serie A side and he smashes a cut-back onto the left side of the woodwork through a crowded box, to watch it sail in. Champion stuff. ",goal,"[' R. Freuler ', ' Goal ']",Atalanta,timer,Villarreal,VIL,Atalanta,ATA,2 - 2,Villarreal vs Atalanta,09/14/21,https://www.goal.com/en/match/villarreal-vs-atalanta/7nwjevy595iaen70ar849iolw
6, Assist Duvan Esteban Zapata Banguera ,assist,"[' D. Zapata ', ' Assist ']",Atalanta,timer,Villarreal,VIL,Atalanta,ATA,2 - 2,Villarreal vs Atalanta,09/14/21,https://www.goal.com/en/match/villarreal-vs-atalanta/7nwjevy595iaen70ar849iolw
5," The tempo is already rocketing around here. That bodes well, though both sides may be smart to watch themselves, lest they repeat the mistakes of Manchester United elsewhere today in Group F. ",,,,timer,Villarreal,VIL,Atalanta,ATA,2 - 2,Villarreal vs Atalanta,09/14/21,https://www.goal.com/en/match/villarreal-vs-atalanta/7nwjevy595iaen70ar849iolw
3," Zappacosta puts Atalanta on the front foot with a flying run down the right wing - and it almost pays off, if not for Rulli's sharp reflexes to get low and smother the ball. ",,,,timer,Villarreal,VIL,Atalanta,ATA,2 - 2,Villarreal vs Atalanta,09/14/21,https://www.goal.com/en/match/villarreal-vs-atalanta/7nwjevy595iaen70ar849iolw
1, We are under way in this Champions League Group F clash between Villarreal and Atalanta! ,,,,timer,Villarreal,VIL,Atalanta,ATA,2 - 2,Villarreal vs Atalanta,09/14/21,https://www.goal.com/en/match/villarreal-vs-atalanta/7nwjevy595iaen70ar849iolw
, The anthem has concluded and we are moments away from kick-off. ,,,,half time summary,Villarreal,VIL,Atalanta,ATA,2 - 2,Villarreal vs Atalanta,09/14/21,https://www.goal.com/en/match/villarreal-vs-atalanta/7nwjevy595iaen70ar849iolw
, The teams have emerged for the Champions League anthem. Clement Turpin of France is the referee. ,,,,half time summary,Villarreal,VIL,Atalanta,ATA,2 - 2,Villarreal vs Atalanta,09/14/21,https://www.goal.com/en/match/villarreal-vs-atalanta/7nwjevy595iaen70ar849iolw
," For a third consecutive UEFA Champions League campaign, Atalanta are facing Spanish opposition, though their previous meetings all came in the last 16 stage: two wins and an 8-4 aggregate win over Valencia in 2019-20 but two defeats and a 4-1 aggregate loss to Real Madrid last season. ",,,,half time summary,Villarreal,VIL,Atalanta,ATA,2 - 2,Villarreal vs Atalanta,09/14/21,https://www.goal.com/en/match/villarreal-vs-atalanta/7nwjevy595iaen70ar849iolw
," Subs: Joakim Maehle, Giuseppe Pezzella, Giorgio Scalvini, Josip Ilicic, Teun Koopmeiners, Francesco Rossi, Marco Sportiello, Matteo Lovato, Aleksey Miranchuk, Mario Pasalic, Merih Demiral, Roberto Piccoli. ",,,,half time summary,Villarreal,VIL,Atalanta,ATA,2 - 2,Villarreal vs Atalanta,09/14/21,https://www.goal.com/en/match/villarreal-vs-atalanta/7nwjevy595iaen70ar849iolw
," ATALANTA (3-4-3): Juan Musso; Rafael Toloi, Jose Luis Palomino, Berat Djimsiti; Davide Zappacosta, Marten de Roon, Remo Freuler, Robin Gosens; Ruslan Malinovskiy, Duvan Zapata, Matteo Pessina. ",,,,half time summary,Villarreal,VIL,Atalanta,ATA,2 - 2,Villarreal vs Atalanta,09/14/21,https://www.goal.com/en/match/villarreal-vs-atalanta/7nwjevy595iaen70ar849iolw
," Subs: Francis Coquelin, Arnaut Danjuma Groeneveld, Moi Gomez, Mario Gaspar, Ruben Pena, Paco Alcacer, Sergio Asenjo, Alberto Moreno, Aissa Mandi, Vicente Iborra, Pervis Estupinan. ",,,,half time summary,Villarreal,VIL,Atalanta,ATA,2 - 2,Villarreal vs Atalanta,09/14/21,https://www.goal.com/en/match/villarreal-vs-atalanta/7nwjevy595iaen70ar849iolw
," VILLARREAL (4-4-2): Geronimo Rulli; Juan Foyth, Raul Albiol, Pau Torres, Alfonso Pedraza; Yeremi Pino, Etienne Capoue, Daniel Parejo, Manu Trigueros; Gerard Moreno, Boulaye Dia. ",,,,half time summary,Villarreal,VIL,Atalanta,ATA,2 - 2,Villarreal vs Atalanta,09/14/21,https://www.goal.com/en/match/villarreal-vs-atalanta/7nwjevy595iaen70ar849iolw
, But the visitors have no shortage of talents themselves. Robin Gosens made his name at Euro 2020 this summer - and Juan Musso and Matteo Pessina too are fearsome presences at the back and front. ,,,,half time summary,Villarreal,VIL,Atalanta,ATA,2 - 2,Villarreal vs Atalanta,09/14/21,https://www.goal.com/en/match/villarreal-vs-atalanta/7nwjevy595iaen70ar849iolw
," For the hosts, it is an assortment of heroes from their triumph over the Red Devils last term. Pau Torres will hold court at the back - and Gerard Moreno will help lead the line. ",,,,half time summary,Villarreal,VIL,Atalanta,ATA,2 - 2,Villarreal vs Atalanta,09/14/21,https://www.goal.com/en/match/villarreal-vs-atalanta/7nwjevy595iaen70ar849iolw
," Against them arrives a team who have made themselves a regular home at this stage in recent years. Gian Piero Gasperini will hope to take vital points on the road here - and with Young Boys' shock win over Manchester United elsewhere, the door has been left wide open. ",,,,half time summary,Villarreal,VIL,Atalanta,ATA,2 - 2,Villarreal vs Atalanta,09/14/21,https://www.goal.com/en/match/villarreal-vs-atalanta/7nwjevy595iaen70ar849iolw
," Unai Emery's side are the princes of Europe - but for how much longer? That's the question that faces the Yellow Submarine as they get their top-tier continental exploits underway. Under even bigger bright lights, what have they got to show? ",,,,half time summary,Villarreal,VIL,Atalanta,ATA,2 - 2,Villarreal vs Atalanta,09/14/21,https://www.goal.com/en/match/villarreal-vs-atalanta/7nwjevy595iaen70ar849iolw
," Hello and welcome to live coverage of the 2021-22 UEFA Champions League, as reigning Europa League holders Villarreal look to make a winning start against Atalanta in a Group F clash at El Madrigal. ",,,,half time summary,Villarreal,VIL,Atalanta,ATA,2 - 2,Villarreal vs Atalanta,09/14/21,https://www.goal.com/en/match/villarreal-vs-atalanta/7nwjevy595iaen70ar849iolw
," Both teams have a fortnight before their next European dates now though. For Salzburg, they head home to face Lille - and Sevilla have a trip to Wolfsburg. Until then, thank you for joining us - and have a great week! ",,,,full time summary,Sevilla,SEV,Salzburg,RBS,1 - 1,Sevilla vs Salzburg,09/14/21,https://www.goal.com/en/match/sevilla-vs-salzburg/7sf7btmhiio2bkzhtmj84ivx0
, Julen Lopetegui's Sevilla showed why they don't get written off in situations like that though. They mostly played on the back foot - they didn't get a corner in the second half - but they will at least come away with something to show. ,,,,full time summary,Sevilla,SEV,Salzburg,RBS,1 - 1,Sevilla vs Salzburg,09/14/21,https://www.goal.com/en/match/sevilla-vs-salzburg/7sf7btmhiio2bkzhtmj84ivx0
," Matthias Jaissle will be left to rue that one. His side outgunned - and outnumbered - their hosts for the majority of that match, yet they have only come away with a draw. On the road is always tough, but that was a winnable situation and he'll know it. ",,,,full time summary,Sevilla,SEV,Salzburg,RBS,1 - 1,Sevilla vs Salzburg,09/14/21,https://www.goal.com/en/match/sevilla-vs-salzburg/7sf7btmhiio2bkzhtmj84ivx0
," Sevilla hold on with one less man on the pitch to gain a draw in their Champions League opener against Salzburg in Group G. The hosts were not at their best, and after Youssef En-Nesyri was dismissed, faced a tough task to keep a point. But they did so and they will treasure it - at full-time, it has finished Sevilla 1-1 Salzburg. ",,,,full time summary,Sevilla,SEV,Salzburg,RBS,1 - 1,Sevilla vs Salzburg,09/14/21,https://www.goal.com/en/match/sevilla-vs-salzburg/7sf7btmhiio2bkzhtmj84ivx0
90 + 6, FULL-TIME: SEVILLA 1-1 SALZBURG ,,,,timer,Sevilla,SEV,Salzburg,RBS,1 - 1,Sevilla vs Salzburg,09/14/21,https://www.goal.com/en/match/sevilla-vs-salzburg/7sf7btmhiio2bkzhtmj84ivx0
90 + 4, Okafor follows him with a yellow card of his own for a bad foul on Fernando. ,yellow_card,"[' N. Okafor ', ' Yellow Card ']",Salzburg,timer,Sevilla,SEV,Salzburg,RBS,1 - 1,Sevilla vs Salzburg,09/14/21,https://www.goal.com/en/match/sevilla-vs-salzburg/7sf7btmhiio2bkzhtmj84ivx0
90 + 3," More cards are flashed, with Camara getting the booking this time for a bad challenge. ",yellow_card,"[' M. Camara ', ' Yellow Card ']",Salzburg,timer,Sevilla,SEV,Salzburg,RBS,1 - 1,Sevilla vs Salzburg,09/14/21,https://www.goal.com/en/match/sevilla-vs-salzburg/7sf7btmhiio2bkzhtmj84ivx0
90 + 2," Aaronson and Adamu both sees chances stopped, as Salzburg continue to hammer for a late winner. We have six minutes of injury time here. ",,,,timer,Sevilla,SEV,Salzburg,RBS,1 - 1,Sevilla vs Salzburg,09/14/21,https://www.goal.com/en/match/sevilla-vs-salzburg/7sf7btmhiio2bkzhtmj84ivx0
90, Sevilla are unhappy after a drive is brought to a halt due to a Salzburg injury and both players come close to a bust-up near the edge of the box. Play resumes in due course. ,,,,timer,Sevilla,SEV,Salzburg,RBS,1 - 1,Sevilla vs Salzburg,09/14/21,https://www.goal.com/en/match/sevilla-vs-salzburg/7sf7btmhiio2bkzhtmj84ivx0
87, Gonzalo Montiel replaces Navas in Sevilla's latest change. ,substitution,"[' G. Montiel ', ' Jesus Navas ']",Sevilla,timer,Sevilla,SEV,Salzburg,RBS,1 - 1,Sevilla vs Salzburg,09/14/21,https://www.goal.com/en/match/sevilla-vs-salzburg/7sf7btmhiio2bkzhtmj84ivx0
86," That red card, in a way, took what could have been a more intriguing game and threw it into the blender even more. It's made for a stop-start encounter in Seville - but there could still be a winner here. ",,,,timer,Sevilla,SEV,Salzburg,RBS,1 - 1,Sevilla vs Salzburg,09/14/21,https://www.goal.com/en/match/sevilla-vs-salzburg/7sf7btmhiio2bkzhtmj84ivx0
