link,match_x,stage,leg,full_time_score,comment
https://www.goal.com/en/match/malmoe-ff-vs-zenit/euws9q8itomf8ijxpl72bnpxw,Malmoe ff Vs Zenit,Group Stage,2,1 - 1," It was a superbly worked goal. Malmo looked like they had run out of ideas on the edge of the box. But Rieks and Birmancevic combined to cut through the Zenit defence, before Rieks applied a clinical finish! { RIEKS! 1-0 MALMO! Rieks plays an intricate one-two with Birmancevic on the edge of the area. This gives Rieks the space to drive into the box and cut inside before drilling a low shot into the far corner from 12 yards! { Claudinho catches Moisander awkwardly on the edge of the box and he's shown a yellow card. { Lovren also makes way with Erokhin taking his place. This change signals Zenit's intent as a defender is replaced by an attacker. { Zenit attempt to shake things up with a substitution at half-time: Mostovoy comes on for Claudinho in attack. { Dahlin is shown a yellow card for the foul that conceded the penalty. The goalkeeper will be relieved not to have been sent off. { DAHLIN MAKES AMENDS! The penalty is saved. Dzyuba smashes his spot-kick down the middle, and -- despite diving to his right -- Dahlin is able to hook it to safety with his legs! { Dzyuba had to wait a long time to take that penalty, and it appears nerves got to him. The penalty was hit poorly down the middle and Dahlin had enough time to adjust and save it with his legs. { Wendel is booked after shoving Innocent off the ball. { Ahmedhodzic is booked for his part in the protests towards the referee following Wendel's shove on Innocent. { Chistyakov catches Colak with a flailing arm and is shown a yellow card. { Birmancevic is replaced by Olsson after a superb display, capped off with a vital assist. { Moisander catches Dzyuba with a stray arm and concedes a free-kick 30 yards out. The referee promptly shows him a yellow card. { Pena is replaced by Rakip as Malmo search for more energy in midfield. { Rieks is shown a yellow card after protesting the penalty decision. { Larsson is booked for the foul that resulted in the penalty. { RAKITSKIY EQUALISES! 1-1. After Dzyuba missed the earlier penalty, Zenit went for Rakitskiy as the taker. The defender steps up and under immense pressure, drills a low shot into the bottom right corner, beyond Dahlin's despairing dive! { Malcom is replaced by Krugovoy as Zenit look to secure their point. "
https://www.goal.com/en/match/manchester-city-vs-atletico-madrid/47hdhxceugb4v5zweym1yp3x0,Manchester city Vs Atletico Madrid,QF,1,1 - 0," Simeone's third substitution sees Matheus Cunha enter the game, with Llorente the one to make way. { There's also a fresh set of legs up front as Angel Correa replaces Griezmann. { Interesting tactics from Simeone as he makes three changes, with Koke the first to be replaced, with Rodrigo De Paul now on in his place. { Here comes City's changes, with Foden on for Mahrez. { Grealish gets his chance from the bench, with Gundogan the one to make way. { Gabriel Jesus is also introduced, with Sterling now watching from the bench. { That is why Foden is so important to City. Over an hour of frustration, but a fresh set of ideas makes the difference. { GOAAALLLL - MAN CITY 1-0 ATLETICO MADRID - Foden makes an impact in less than two minutes, and it is his pass that picked out goalscorer De Bruyne. The England international collected the ball on the edge of the box and nutmegged Reinildo, with De Bruyne composing himself before firing across Oblak. { Rodrigo De Paul welcomes Grealish onto the pitch by booting him into the air. A yellow card is brandished, and he can have no complaints. { Joao Felix's night is over, with Lemar getting less than ten minutes to impress. { Correa collects a yellow card after booting the ball at Grealish's face while he laid on the ground. Guardiola did his best to play peacemaker, and the pushing and shoving eventually came to a halt. { A silly challenge from Jesus sees him pick up a yellow card, and he is now suspended for the second leg. { Vrsaljko's clumsy challenge ensures he collects a yellow card. { Ederson is also shown a yellow card for dissent. "
https://www.goal.com/en/match/manchester-city-vs-club-brugge/403rgm8ykwawu9tt9eajtttzo,Manchester city Vs Club Brugge,Group Stage,2,4 - 1," GOAL! MANCHESTER CITY 1-0 CLUB BRUGGE! Brugge can't clear following Foden's effort but the midfielder still gets his goal. Cancelo rolls the ball across the face of goal from the left and Foden darts between Brugge's defenders to poke into an empty net. { Cancelo's cross for the goal was lovely. It briefly looked like Foden was offside but he wasn't so the goal will stand. { GOAL! MANCHESTER CITY 1-1 CLUB BRUGGE! Brugge are given an equaliser almost immediately! De Ketelaere heads a cross on to Vanaken who forces Ederson to push his volley wide. The visitors fire in another cross and it deflects off Stones and in. That'll go down as a Stones own goal. { GOAL! MANCHESTER CITY 2-1 CLUB BRUGGE! Seconds after City almost go behind, they go ahead. Mahrez's ball from the right is slowly collected by Cancelo. Cancelo has all the time in the world to pick his cross and return it to Mahrez. The Algerian nods in at the far post. { Brugge went to sleep temporarily and Cancelo punished them for it. The Portuguese left-back is making his mark on this game for City. { City decide to make some changes. Jesus comes on for Grealish first. { Sterling is next to come on for City. The England winger replaces Mahrez. { Gundogan managed to get his cross away thanks to two great City passes beforehand. It's a classic City goal under Guardiola. { GOAL! MANCHESTER CITY 3-1 CLUB BRUGGE! The three points are surely heading City's way now. The hosts put together some patient build-up play before Sterling taps in Gundogan's cut-back from the left inside the six-yard box { Brugge make a substitution. Sobol goes off. The Uruguayan left-back Ricca replaces him. { City substitution. Their Belgian maestro De Bruyne takes Silva's place in midfield. { Lang is next to go off. The Dutch journeyman striker Dost goes up front. { Mata is last to go off for now. Van der Brempt assumes his place at right-back. { Brugge make more changes. The 16-year-old starlet Mbamba comes on to replace Rits. { City give some more players a late runout. Zinchenko replaces Walker. He'll slot in at left-back. { Foden gets the last 10 minutes off too. Palmer, another promising City youth product, comes on. { Brugge substitution. De Ketelaere, who faded after a promising hour or so, makes way for Sowah. { Cancelo grabs his third assist of the game and his pass for Jesus was probably the easiest. He has run the show for City. And that's it! { GOAL! MANCHESTER CITY 4-1 CLUB BRUGGE! City are running away with the three points now. Cancelo does well to find Jesus to the left of the box and the Brazilian caps an assured City performance by opening his body up and slotting into the far bottom corner. "
https://www.goal.com/en/match/manchester-city-vs-psg/409iyefp9jmhwy2dvuul0mec4,Manchester city Vs Psg,Group Stage,2,2 - 1," GOOOOOALLLLL!!!! PSG LEAD!!! Messi and Herrera play a lovely one-two on the edge of the box, and Messi's cross is deflected right into the path of Mbappe. He sets himself, and then fires a low shot straight through Ederson's legs and PSG lead 1-0! { Pep Guardiola introduces the first of his substitutes, as the more attacking Gabriel Jesus comes on for Zinchenko. { Paredes gets to a loose ball ahead of Rodri and is caught immediately by the City midfielder, who subsequently receives the first booking of the game. { Herrera can't carry on, and Danilo Pereira comes on in his place. { Jesus gets the assist, but the pass and run from Rodri and Walker respectively were the architects of that equaliser. The crowd's lifted too with that goal and this game just continues to electrify more and more. { GOOOOALLLL!!! Finally, City have their goal!!! Walker shoots forward and Rodri finds him, before crossing on the volley across the face of goal. It's through the legs of Jesus, and Sterling is there to tap it into the far corner to level the scores at 1-1!!! What a game we have going on here! { Mendes' injury means he can't carry on, and Thilo Kehrer comes on for him. { Gueye is withdrawn for Di Maria as PSG look to fight attack with attack. { GOOOOOOOAAAAALLLLLL!!!!! It's 2-1 to City!!!!!!! Gundogan advances down the right and cuts the ball back to Mahrez. His cross to Silva sees the Portuguese tap it across to Jesus, who taps it past Navas and into the back of the net!!!! { That goal was so, so well worked, and typifies Pep Guardiola's side at their very best. The final ball from Silva was just perfect, and that goal has sent the Etihad into a frenzy! { Cancelo slides into a challenge rather recklessly and catches Messi late, and is booked for his troubles. { Neymar and Mbappe fly forward for one last attack, but Jesus intervenes by cynically fouling his Brazil international team-mate, and is booked. "
https://www.goal.com/en/match/manchester-city-vs-rb-leipzig/3zkt8rt9dqlqmq1gh3citer6c,Manchester city Vs Rb Leipzig,Group Stage,1,6 - 3," Zinchenko picks up an early yellow card for catching the face of Olmo with his arm. The Ukrainian will have to be careful now. { Grealish's corner was perfect and Ake wanted to get on the end of it more than anyone else. His goal is a just reward. { GOAL! MANCHESTER CITY 1-0 RB LEIPZIG! Grealish fizzes the corner in and Ake powers a header past Gulacsi! The Dutch centre-back is totally unmarked. It's a great start for City and Ake's first ever Champions League goal. { GOAL! MANCHESTER CITY 2-0 RB LEIPZIG! De Bruyne shows great skill to beat his man down the right and fire a cross into the corridor of uncertainty. Mukiele gets his defensive header all wrong and puts it past Gulacsi! { Mukiele's header there goes some way towards making amends for his own goal earlier. A Leipzig goal wasn't coming but the visitors have undoubtedly improved since going 2-0 down. { GOAL! MANCHESTER CITY 2-1 RB LEIPZIG! Leipzig pull a goal back before half-time. Forsberg floats the ball towards the far post. Mukiele keeps the chance alive and Nkunku nods into the bottom left corner. { Klostermann's indiscretion earns him a yellow card. Mahrez will be the City player to take the penalty. { GOAL! MANCHESTER CITY 3-1 RB LEIPZIG! Mahrez steps up and sweeps the penalty into the top right corner with his left foot. Gulacsi is nowhere near it. { Adams sees yellow for catching Grealish from behind. City must love having Grealish. The man is a foul magnet. { GOAL! MANCHESTER CITY 3-2 RB LEIPZIG! City switch off at the back and get punished. It's Nkunku with the header again as he drifts into the box unmarked to get on the end of Olmo's cross. City have De Bruyne down near the centre circle but that's no excuse for the lapse in concentration. { Olmo's dinked cross was delightful but City should have defended that better. Leipzig are gaining more and more belief that they can turn this match around. { That move started with a direct pass by Dias who spotted Grealish in space. City's captain for the day has contributed to the goal of the game so far. { GOAL! MANCHESTER CITY 4-2 RB LEIPZIG! Grealish restores City's two-goal advantage with a lovely strike! The Englishman drives inside from the left flank and curls past Gulacsi with a swish of his right foot. Leipzig knew it was coming but could do nothing about it. { Angelino becomes the next Leipzig player in the book for bringing down De Bruyne. { City make their first round of substitutions. Fernandinho replaces Rodri at the base of City's midfield. { Bernardo Silva also heads off. Gundogan will take his place in central midfield. { Leipzig's summer signing Andre Silva also makes way. Poulsen takes his place up top. { Leipzig also want to make a few changes. Laimer goes off. Haidara comes on. { Forsberg is next to go off for Leipzig. The Swede's definitely impacted the game. Szoboszlai is his replacement. { Foden takes De Bruyne's place in midfield. The Englishman will be glad to return after his Euro 2020 was ended by injury. { Here's a Leipzig change too. The Netherlands U21 forward Brobbey replaces Olmo. { Torres will not get a goal today but he's had a good outing. Sterling replaces him for City. { GOAL! MANCHESTER CITY 4-3 RB LEIPZIG! This game isn't over yet! Nkunku grabs his hat-trick, beating City's offside trap to reach Poulsen's throughball and slotting past Ederson from a tight angle. { Poulsen gets the assist for Nkunku's latest goal, having slipped the Frenchman into the box. City still have a job to do here! { All Gundogan had to do was to find Cancelo and City's fantastic full-back did the rest. Will that goal finally kill Leipzig off? { GOAL! MANCHESTER CITY 5-3 RB LEIPZIG! This is the game that keeps on giving! Cancelo receives a pass from Gundogan and lets rip from outside the box. It's a swerving effort that finds the bottom left corner, and another candidate for goal of the game. { Grealish gets the last 10 minutes off having scored a lovely goal. Jesus takes his place in City's front line. { Nkunku heads off. His hat-trick looks like being in vain for Leipzig but he's certainly caught the eye. Gvardiol comes on for him. { GOAL! MANCHESTER CITY 6-3 RB LEIPZIG! Jesus gets in on the act for City, smashing the ball into the top left corner as Leipzig fail to clear a corner and Mahrez's shot from outside the box. Gulacsi had made a decent stop from Mahrez to concede the corner. VAR checks the goal for offside against Dias who'd touched the ball in the build-up, but the goal stands. "
https://www.goal.com/en/match/manchester-city-vs-real-madrid/4raxbuje9y01f4xrzpj6mhs0k,Manchester city Vs Real Madrid,SF,1,4 - 3," Mahrez raids in from the right flank to supply a perfect cross into the box for De Bruyne to score. { GOALLLLLLLLLLLLLLLLLLLLLLLL!!!!! DE BRUYNE HANDS CITY THE PERFECT START!!!!!! 1-0!!!!! The Belgian makes a late run into the Madrid box and plants a diving header into the bottom-left corner. Mahrez collects on the right flank and skips past two challenges after cutting inside on his left foot. He delivers a perfect cross for De Bruyne's run towards the penalty spot before the midfielder provides the finish. What a start for the hosts. { GOALLLLLLLLLLLLLLLLLLLLLLLLLL!!!!!! JESUS DOUBLES CITY'S LEAD!!!!!!! 2-0!!!!!!! The home side are in dreamland as Jesus capitalises on a defensive mistake from Alaba and slots a close-range strike past Courtois. De Bruyne whips a cross into the middle from the left flank that Alaba looks to clear with his left foot. However, he scuffs his attempt and it falls perfectly for Jesus to turn and fire into the right corner. { De Bruyne whips a dangerous cross into the middle for Jesus, and he profits on Alaba's mis-kick to fire past Courtois. { Mendy whips a dangerous cross into the City box from the left flank, which sees Benzema attack the cross and sweep it past Ederson. { GOALLLLLLLLLLLLLLLLLLLLLLLLLL!!!!! BENZEMA GETS MADRID BACK IN THE GAME!!!!! 2-1!!!!!!!! The Frenchman does it yet again with a brilliant finish on his left foot. Mendy floats a cross to the back post for Benzema to attack. He makes a good run and gets there ahead of Zinchenko before guiding a left-footed strike on the half-volley away from Ederson into the bottom-right corner. A sublime finish. { Stones was carrying an injury into the game and has now been withdrawn for Fernandinho, who has to slot into right-back. { Alaba is forced off for the visitors at the break and is replaced by Nacho. { GOALLLLLLLLLLLLLLLLLLLLLLLLLL!!!! FODEN SCORES THIS TIME!!!!!!! 3-1 CITY!!!!!!!!! Foden was denied by Carvajal on the line five minutes ago, but this time he finds the back of the net with an inch-perfect header. Fernandinho surges down the right flank and lifts a perfect cross into the middle. Foden drifts between Militao and Carvajal to guide his header into the bottom-right corner. { Fernandinho produces a great burst down the right flank before floating a sublime cross into the box for Foden to attack and score. { GOALLLLLLLLLLLLLLLLLLLLLLLLLL!!!!!!!! VINICIUS STRIKES BACK FOR MADRID!!!!!!!! 3-2!!!!! The Brazilian speeds away from Fernandinho before beating Ederson with a low finish from the inside-left channel. Fernandinho gets too tight to Vinicius, who leaves him in his wake down the left flank. No City player goes across to the forward and as a result he has time to find the back of the net with a composed finish. { Mendy releases the run of Vinicius down the left flank and the forward does the rest with a great finish. { Camavinga enters the action for the visitors to replace Rodrygo. { Zinchenko raids forward to the edge of the box before being fouled by Kroos. The loose ball falls to Silva, who capitalises on the advantage to fire home a stunner. { WHAT A GOAL!!!!!!!!!!!!!! SILVA SCORES A STUNNER!!!!!!!!!! 4-2 CITY!!!!!!!! The Portuguese finds the top-left corner with a stunner to restore City's two goal advantage. Zinchenko is wiped out on the edge of the box by Kroos, but the referee plays on. Silva uses the advantage to turn in space before curling a sublime strike into the back of the net with Courtois flat-footed. A huge moment in the tie. { Ceballos replaces Modric in the Madrid midfield. The veteran may just be feeling the pace of the game. { Fernandinho goes into the book for protesting to the referee about the decision. { GOALLLLLLLLLLLLLLLLLLLLLLLLL!!!! BENZEMA CONVERTS FROM THE SPOT!!!!!! 4-3!!!!! Benzema notches his second of the night to bring Madrid back into the game yet again. The Frenchman goes for panenka chip right down the middle of the goal and finds the net as Ederson dives early to his left. A huge goal for Madrid and yet another for the veteran forward. { Sterling replaces Jesus for the closing stages of the game. { Asensio replaces Vinicius for the closing stages of the game. { Nacho goes into the book for the visitors for catching Sterling in the build-up to a City attack. "
https://www.goal.com/en/match/manchester-city-vs-sporting-cp/pvbycbk5tqnn2r2yho07c3ys,Manchester city Vs Sporting Cp,R16,2,0 - 0," Fernandinho catches Laporte after the City centre-back dinks the ball over his head, and the Sporting striker receives the game's first yellow card. { Jesus catches Reis late, as well as handling the ball, in an aerial challenge, and is booked by the referee. { It's Sporting's number nine who is the next to be booked after Slimani catches Stones with a stray elbow. { Foden also comes off, and is replaced by fellow academy graduate James McAtee. { City make two half-times substitutions, with the first seeing Silva withdrawn for Riyad Mahrez. { Sarabia comes off for Sporting, and is replaced by Marcus Edwards. { A bizarre substitution for Manchester City, as their goalkeeper Ederson comes off to be replaced by veteran sub keeper Scott Carson! { That shot was Fernandinho's last involvement, as he's also replaced, by Nuno Santos. { Porro comes off after putting in a good performance against his parent club, and he's replaced by Ricardo Esgaio for Sporting at right-back! { Another Champions League debut is made for City, as Luke Mbete replaces Laporte at centre-back. { Starting centre-back Neto has been withdrawn after getting a cramp, and Zouhair Feddal will see out the game in his place. { Slimani comes off in Sporting's latest change, ands he's replaced by Rodrigo Duarte Ribeiro. "
https://www.goal.com/en/match/manchester-united-vs-atalanta/7o7o7d9ormwib7i0lqpivx9n8,Manchester united Vs Atalanta,Group Stage,1,3 - 2," PASALIC SCORES! It's clever from Atalanta as they catch United out with a quick free-kick and Muriel drives down the right. He touches it to Zappacosta, who puts a dangerous, low cross into the six-yard box which Pasalic gets to ahead of Maguire to tap it past De Gea. VAR has a quick look at it for offside, but the goal stands! 1-0 Atalanta! { Zappacosta has made a couple of overlapping runs down the right, and this time he isn't picked up as he plays the cross in for the goal. { DEMIRAL SCORES! It's a great corner and United struggle to defend another set-piece. Maguire loses Demiral in the middle of the box and he's able to flick his header across goal, past De Gea, and into the left-hand corner. 2-0 Atalanta! { It's a brilliant corner from Koopmeiners onto the edge of the six-yard box for Demiral. { Demiral, who looked like he was struggling with a muscle injury during the first time, hasn't come back out after the break, so Lovato replaces him. { RASHFORD PULLS ONE BACK! It's a poor pass from Zappacosta which gifts the ball to Fernandes through the middle and he plays a wonderful pass through to Rashford. He runs in behind the defence to latch onto it and Musso rushes off his line, but the forward curls his shot around him and into the far post. 2-1! { Fernandes spotted the loose pass and played a wonderful first-time ball between Atalanta's defenders to pick out Rashford's run. { Ronaldo is chasing down a long ball and Lovato is trying to catch it as well. It's clumsy from the substitute as he clatters into the back of Ronaldo, but he wasn't through on goal, so it's only a yellow card for Lovato. { Second change for Atalanta now as Zapata comes on to replace Muriel. { Pasalic clips McTominay as the midfielder spins away from him and he's shown a yellow card. { The yellow card is out again, this time for De Roon as he clumsily brings down Shaw from behind to stop his run. { Shaw tugs back Zappacosta to stop his driving run and is shown a yellow card. { McTominay is also being taken off, with Pogba replacing him. { Double change for United now and Rashford is the first to make way, with Cavani on in his place. { Atalanta are making a double change of their own, with Ilicic the first to make way for Miranchuk. { And Malinovskyi is also coming on in place of Pasalic. { Another change for United now and it's Greenwood that's going off, with Sancho on for him. { Cavani was possibly trying to have a shot when the ball came in from Sancho, but his contact ended up being good enough to set up Maguire. { MAGUIRE EQUALISES! The initial corner is poor from United, but Sancho keeps it alive on the right. He curls it back into the middle and Cavani flicks it on in the middle. Lovato misses it and it runs through to Maguire who fires it into the near bottom corner. 2-2! { Palomino is shown a yellow card after he brings down Fernandes with a late challenge. { Atalanta are making their final change now, and it's Pezzella that's coming on for Koopmeiners. { RONALDO SCORES! Fernandes' corner is cleared, but United keep it alive and Shaw swings a brilliant cross in from the left. Ronaldo is hovering in the middle and gets in front of Palomino to get on the end of it. He thumps his header past Musso from close range to put United ahead. 3-2 United! { Shaw touched the ball back to Pogba before moving into more space and he whipped a wonderful cross into the box when it came back to him. { Fred has gone down holding his hamstring, and he's taken straight off by the medical team. Matic is on in his place. { Matic takes his time over the free-kick for United and he's booked for time-wasting. { Cavani accidentally heads Palomino instead of the ball as he tries to make a clearance and he's booked. "
https://www.goal.com/en/match/manchester-united-vs-atletico-madrid/q58ty222o3okfne2bqrfrml0,Manchester united Vs Atletico Madrid,R16,2,0 - 1," GOALLLLLLLLLLLLLLLLLLLLLL!!!!! LODI HEADS ATLETICO IN FRONT!!!!!!! 1-0!!!!!!!!! The Spanish side take the lead on the night and in the tie as Lodi plants a header into the back of the net at the back post. Felix makes a run into the box before offloading back to Griezmann with a neat flick. The Frenchman curls a delightful cross into the inside-left channel for Lodi to connect with and score. { Griezmann collects a neat offload from Felix before curling a fine cross to the back post for Lodi to head home. { De Paul catches Ronaldo with a late challenge and goes into the book. { Substitution Scott McTominay Nemanja Matic { Rangnick makes a bold call to withdraw Fernandes and replace him with Pogba. The Portuguese had been busy without operating at the peak of his powers. { Rashford enters the action to replace Elanga, who had a couple of moments, but was not overly influential. { Cavani enters the action from the bench to replace Fred. Rangnick has one last roll of the dice. { Kondogbia replaces Koke in the Atletico midfield for the closing stages of the contest. { Herrera is booked for Atletico for a scuffle with the United players that has to be resolved by the referee. { Matic goes into the book for the home side after a melee with Herrera. { Mata replaces Maguire for the closing stages. United have committed all of their substitutes now. { Dalot pulls back Lodi on the charge and goes into the book. { Felix is withdrawn after a good performance. Felipe comes on to shore up the Atletico defence. { Correa replaces Griezmann, who created the Atletico goal with a good cross for Lodi to convert. "
https://www.goal.com/en/match/manchester-united-vs-villarreal/7o1vlxuqzjynefjfs15xi59n8,Manchester united Vs Villarreal,Group Stage,1,2 - 1," Danjuma has picked up where he left off in the first half and just breezes past Dalot again to get in behind and set up the goal. { ALCACER SCORES! Danjuma gets away from Dalot down the left again and the right-back can't intercept the pass into him. He pulls it back for Alcacer, who sticks out a leg to poke it past De Gea and into the back of the net. 1-0 Villarreal! { Villarreal are making the first change of the game here as the goal scorer, Alcacer, goes off for Dia. { Greenwood is tripped by Trigueros and Villarreal aren't happy with the free-kick that's given. Moreno kicks the ball away and is booked for dissent. { TELLES SCORES! Fernandes takes the free-kick on the edge of the box on the right and pulls it back for Telles, who is hovering just outside the area. He lets it drop and hits it sweetly on the volley, curling it through the crowd and into the bottom corner. 1-1! { It's a well-worked free-kick from Fernandes and he plays a perfectly weighted cross into Telles from the free-kick. { Second change for Villarreal now, and it's Trigueros that's making way for Estupinan. { Pino just clips the back of Telles' heels as he closes the left-back down and he's shown a yellow card. { Greenwood takes one for the team as he tugs Dia back to stop his run and his name is taken by the referee. { The yellow card is out again, this time for Albiol, who kept pulling back Ronaldo to stop the break. { Telles slides in late on Pino and gets nowhere near the ball as he takes the forward out. He's shown a yellow card. { And Moreno is also being taken off, with Pena coming on for him. { Pino is also going off, with Gomez on in his place. { Albiol has just gone down off the ball here, and it looks like his game is over because of a muscle injury. He goes straight off and is replaced by Mandi. { There's a double change for United here. Sancho is the first to go off, with Matic on in his place. { Pogba is also coming off, which will see Ronaldo move out onto the left wing so Cavani can play through the middle. { Greenwood is also being taken off, with Lingard on for him. { Another double change for United here, and it looks like Telles was just struggling with an injury, so Fred is on to replace him. { Pena clattered into the back of Matic after he played a pass and he's shown a yellow card. { Lingard has two defenders tight to him when he's played in by Ronaldo, and he does brilliantly to deftly touch it to him and duck out of the way of the shot. { RONALDO SCORES! It's a great cross in from Fred on the left which Ronaldo cushions down for Lingard. He does brilliantly to touch it back towards Ronaldo, and he hits it from a very tight angle on the right of the box. Rulli gets a hand to it, but can't stop it from finding the top corner. 2-1 United! { Ronaldo is booked after taking his shirt off during the goal celebration. "
https://www.goal.com/en/match/manchester-united-vs-young-boys/7olhsx22yl91wx6h5werqsg0k,Manchester united Vs Young Boys,Group Stage,2,1 - 1," WHAT A GOAL!!!!!! GREENWOOD VOLLEYS HOME!!!! 1-0 UNITED!!! The home side take the lead through a super strike from Greenwood on the volley. United build down the left flank before Shaw lifts a cross into the box. Greenwood finds space to take on the volley first-time on his left foot, finding the bottom-left corner with a crisp finish. A fine goal from the England international. { Shaw surges down the left flank and supplies a perfect cross for Greenwood to convert. { GOALLLLLLLLLLLLLLLLLLLLLLLLL!!!!!!!!! RIEDER SCORES A STUNNER!!!!!! 1-1!!!!!! Young Boys are back in the game courtesy of a fine strike from Rieder. Van de Beek gifts possession to the midfielder on the edge of the United box. Rieder gets the ball out of his feet before curling a right-footed attempt away from Henderson into the top-right corner. { Mengi replaces Shaw at left-back for the home side. { Aebischer is withdrawn for the visitors and is replaced by Sierro. { The goalscorer Rieder is replaced by Hefti in the middle of the park. { Kanga enters the action to replace Siebatcheu as the Young Boys spearhead. { Shoretire replaces Diallo in the final third for the home side. { Rangnick makes the curious decision to withdraw Henderson. Heaton replaces the keeper, making his first United appearance at the age of 35. { Lauper replaces Camara at the back for the visitors for the closing stages. { Shoretire nudges Elia to the deck as the forward runs at the United defence. The substitute goes into the book. { Maier enters the action to replace Elia for the closing stages of the game. { Iqbal makes his United bow as he replaces Lingard. { Savage also makes his debut for the Red Devils as he replaces Mata. "
https://www.goal.com/en/match/milan-vs-atletico-madrid/avf1qcwelwvm3v9hevti86j2s,Milan vs Atletico Madrid,Group Stage,1,1 - 2," Kessie clips the back of Llorente's heels as he tries to catch up with the run and is shown the first yellow card of the game. { LEAO SCORES! It's been coming and Milan finally have the breakthrough. Atletico just don't deal with the corner into the box and Diaz touches it into Leao. He takes a touch to set himself before hitting a low shot across goal under Oblak and into the back of the net. 1-0 Milan! { Diaz has had a great start to the game and when he brought the corner down, he got his head up to spot Leao unmarked on the edge of the box. { The Milan players all swarmed around the referee in protest of the red card, and Rebic is booked for dissent. { Milan are making a change to make up for the loss of one of their midfielders. Rebic is the forward player sacrificed, much to his frustration, with Tonali on to replace him. { Atletico are making their first change of the game here. It's an attacking one, as Joao Felix comes on in place of Trippier. { Hermoso is also making way, with Lodi on for him. { Simeone is making a double change at the start of the second half. De Paul is the first to come on, replacing Carrasco. { The goal scorer, Leao, is also being taken off, with Giroud on in his place. { Diaz has gone down, and it looks like he's got a muscle injury. The players gesture straight to the bench and Ballo-Toure is on to replace him. { Tonali overruns the ball and fouls Felipe in his attempts to keep it. The substitute then walks away with the ball and Kondogbia pushes him to the ground in frustration. { Atletico are making another change now as Simeone brings on Griezmann for Koke. { Final roll of the dice for Atletico now as Kondogbia is taken off and replaced by Lemar. { The referee played an advantage during Atletico's latest attack, but he's just gone back and booked Hernandez after he rugby tackled Suarez to the ground to stop him from reaching the ball. { Saelemaekers tried to drag Joao Felix back by his shirt, but the forward got away. So, he slid in, taking out the player in the process, and is shown a yellow card. { Milan are making a double change as they try to see out this game. Bennacer is the first to make way, with Florenzi on in his place. { Saelemaekers is also being taken off, with Kalulu replacing him. { Lodi just peels away from Calabria on the far side of the box and cushions his header down into the middle for Griezmann. { GRIEZMANN EQUALISES! Atletico have been pushing and they've finally found an equaliser! Lodi heads it back across the box and nobody is picking up the Frenchman in the middle. He hits it on the half-volley and Maignan is left stranded as it nestles into the bottom corner for Griezmann's first goal since returning to the club. 1-1! { Yellow Card Mike Maignan { SUAREZ SCORES! From the penalty initially being given to Suarez stepping up to take it, over three minutes had passed, but he didn't let it phase him. He slots it straight down the middle, and it goes through Maignan's legs as the goalkeeper dives to his right. Atletico have turned this around, it's 2-1! "
https://www.goal.com/en/match/milan-vs-liverpool/avxiyvs2ej0bxq741dcc2m8es,Milan vs Liverpool,Group Stage,2,1 - 2," GOALLLLLLL!!!! TOMORI POUNCES! 1-0 MILAN! The Rossoneri take the lead as Tomori capitalises on a rebound to fire home from close range. Romagnoli attacks a cross from Diaz from the right flank and steers a strike towards the near post. Alisson makes the reaction stop but palms the ball into the middle of the six-yard box. Tomori is alert and strikes his effort into the empty net. { GOALLLLLLLLLLLLLLLLLLL!!!!! SALAH SCORES ON THE REBOUND!!!! 1-1!!!! Liverpool are level as Salah responds for the visitors. Oxlade-Chamberlain is afforded space and time on the edge of the Milan box once more. He drills a low strike on his left foot that Maignan parries into the path of Salah. The forward buries his effort high into the net to notch the equaliser. { GOAL!!!!! ORIGI HEADS HOME!!! IT'S 2-1 TO LIVERPOOL!!! The Reds deal a massive blow to Milan's last-16 hopes as Origi heads in on the rebound. Tomori loses possession on the edge of his own box to Mane, who surges into the box before firing at goal. Maignan makes a fine reaction save, but the ball loops towards Origi. The Belgian directs his header away from the Milan keeper into the top-right corner. { Bennacer enters the action to replace Diaz in the Milan midfield. { Saelemaekers replaces Tonali to add an extra dimension in the final third. { Salah's evening is done after adding another goal to his tally for the season. Keita replaces the forward. { Pioli withdraws Kalulu down the right flank as Florenzi enters the action. { Mane is withdrawn by Klopp after a solid shift. Gomez replaces the forward to shore up the defence. { Origi has been excellent tonight. Klopp gives him a deserved rest as Fabinho enters the action. { Bakayoko enters the action to replace Krunic in the Milan midfield. { Woltman enters the action in the closing stages for his Champions League debut to replace Minamino. { Williams is withdrawn for Bradley, who makes his Champions League bow. "
